generation,minReplicas,maxReplicas,cpuThreshold,memoryThreshold,stabilizationWindowSeconds,cpuRequest,memoryRequest,AVG_CPU,AVG_LATENCY,AVG_MEMORY,AVG_REPLICAS,AVG_RESPONSE_TIME,CPU_EFFICIENCY,ERROR_RATE,MEMORY_EFFICIENCY,P25,P50,P95,REPLICA_VARIANCE,SLA_PERCENTAGE,raw_CPU_EFFICIENCY_LOSS,raw_P95,raw_PROVISIONED_CPU,raw_PROVISIONED_MEMORY,raw_SLA_VIOLATION,penalized_CPU_EFFICIENCY_LOSS,penalized_P95,penalized_PROVISIONED_CPU,penalized_PROVISIONED_MEMORY,penalized_SLA_VIOLATION
2,5,8,0.7,0.6,10,200,896,0.31452277113977395,16426.88725490196,23395011.490909092,5,16426.936274509804,0.31452277113977395,0,0.02490091695413961,6422,11230,44631,0,0.6519607843137255,0.685477228860226,44631,1,4.375,0.3480392156862745,17.601122355152434,44631,30.160000000000004,1705.9375,1.137001153402537
2,3,8,0.3,0.6,15,450,384,0.42521188001044635,7074.5352112676055,23572783.407407407,4.333333333333333,7074.593896713615,0.21805737436433145,0,0.058543640890239196,2971,6601,15573,2.2222222222222223,0.9342723004694836,0.7819426256356685,15573,1.9499999999999997,1.625,0.06572769953051638,22.793576337931786,15573,125.15999999999995,190.6875,0.06572769953051638
2,6,8,0.4,0.7,10,300,896,0.5335616997848476,8141.8594164456235,23277021.866666667,6.8,8141.907161803713,0.26154985283570964,0,0.02477533249627976,3010,6464,21862,0.96,0.8461538461538461,0.7384501471642904,21862,2.04,5.95,0.15384615384615385,20.369560461654924,21862,137.52960000000002,3254.95,0.15384615384615385
2,4,5,0.6,0.6,15,450,384,0.5619284981707492,8345.187012987013,23564492.8,4.1,8345.246753246753,0.304568291691463,0,0.05852305094401041,2129,7761,20300,0.09,0.825974025974026,0.6954317083085371,20300,1.8449999999999998,1.5374999999999999,0.17402597402597397,18.10594110146202,20300,111.46589999999998,167.30312499999994,0.17402597402597397
2,3,8,0.6,0.6,15,200,384,0.20413649356051444,27825.931297709925,26430236.444444444,3.4166666666666665,27826.1679389313,0.2987363320397772,0.17557251908396945,0.06564020227502894,9096,24204,57428,0.24305555555555558,0.3816793893129771,0.7012636679602229,57428,0.6833333333333332,1.28125,0.6183206106870229,18.405010019997146,57428,12.93333333333333,107.62890625,6.918037410407319
2,4,8,0.6,0.6,15,400,512,0.5339315579902232,9432.719444444445,23578316.8,4.4,9432.775,0.3033702034035358,0.027777777777777776,0.04391803741455078,2767,5980,27840,0.24,0.7416666666666667,0.6966297965964642,27840,1.7600000000000002,2.2,0.2583333333333333,18.167180442813585,27840,100.96160000000002,382.45,0.38083333333333313
2,5,8,0.7,0.7,10,250,896,0.36128075102453067,13063.964285714286,23415714.90909091,5,13064.055555555555,0.28902460081962456,0,0.024922953023538964,5855,11400,30091,0,0.6666666666666666,0.7109753991803754,30091,1.25,4.375,0.33333333333333337,18.90847205580937,30091,48.85999999999999,1705.9375,0.9733333333333336
2,4,5,0.3,0.7,15,450,384,0.6978532453007158,6977.440715883669,23440261.119999997,5,6977.501118568232,0.31015699791142926,0,0.058214518229166665,2172,5606,18356,0,0.8769574944071589,0.6898430020885707,18356,2.25,1.875,0.12304250559284113,17.821644233189154,18356,168.65999999999997,265.9375,0.12304250559284113
3,4,5,0.3,0.7,15,450,384,0.6978532453007158,6977.440715883669,23440261.119999997,5,6977.501118568232,0.31015699791142926,0,0.058214518229166665,2172,5606,18356,0,0.8769574944071589,0.6898430020885707,18356,2.25,1.875,0.12304250559284113,17.821644233189154,18356,168.65999999999997,265.9375,0.12304250559284113
3,5,8,0.7,0.7,10,250,896,0.36128075102453067,13063.964285714286,23415714.90909091,5,13064.055555555555,0.28902460081962456,0,0.024922953023538964,5855,11400,30091,0,0.6666666666666666,0.7109753991803754,30091,1.25,4.375,0.33333333333333337,18.90847205580937,30091,48.85999999999999,1705.9375,0.9733333333333336
3,2,4,0.3,0.7,10,450,384,0.31574950454771433,32009.806015037593,26262118.4,2,32009.836090225563,0.35083278283079367,0.675187969924812,0.06522267659505208,26910,39776,39776,0,0.16090225563909774,0.6491672171692063,39776,0.9,0.75,0.8390977443609022,15.820217947668818,39776,23.940000000000005,7,15.543151110859858
3,3,8,0.3,0.6,15,450,384,0.42521188001044635,7074.5352112676055,23572783.407407407,4.333333333333333,7074.593896713615,0.21805737436433145,0,0.058543640890239196,2971,6601,15573,2.2222222222222223,0.9342723004694836,0.7819426256356685,15573,1.9499999999999997,1.625,0.06572769953051638,22.793576337931786,15573,125.15999999999995,190.6875,0.06572769953051638
3,5,8,0.7,0.6,10,200,896,0.31452277113977395,16426.88725490196,23395011.490909092,5,16426.936274509804,0.31452277113977395,0,0.02490091695413961,6422,11230,44631,0,0.6519607843137255,0.685477228860226,44631,1,4.375,0.3480392156862745,17.601122355152434,44631,30.160000000000004,1705.9375,1.137001153402537
3,2,8,0.7,0.7,10,450,896,0.3310785943443919,15094.970711297072,27089100.8,2.4,15095.016736401674,0.30655425402258507,0.0502092050209205,0.02883278982979911,3621,12437,41576,0.24,0.5941422594142259,0.6934457459774149,41576,1.08,2.1,0.40585774058577406,18.004657840087656,41576,35.65440000000001,344.35,1.931444477512649
3,3,8,0.6,0.6,15,200,384,0.20413649356051444,27825.931297709925,26430236.444444444,3.4166666666666665,27826.1679389313,0.2987363320397772,0.17557251908396945,0.06564020227502894,9096,24204,57428,0.24305555555555558,0.3816793893129771,0.7012636679602229,57428,0.6833333333333332,1.28125,0.6183206106870229,18.405010019997146,57428,12.93333333333333,107.62890625,6.918037410407319
3,4,8,0.6,0.6,15,450,384,0.517434595671587,8196.739247311827,23470990.222222224,4,8196.803763440861,0.28746366426199277,0,0.058290834780092594,2436,6830,21718,0,0.8387096774193549,0.7125363357380072,21718,1.8,1.5,0.16129032258064513,18.99002540662807,21718,105.83999999999999,157.75,0.16129032258064513
3,5,8,0.6,0.7,15,250,896,0.38608860461279554,13565.254032258064,26456287.41818182,5,13565.318548387097,0.30887088369023646,0,0.028159243100649354,5137,13253,29538,0,0.5282258064516129,0.6911291163097635,29538,1.25,4.375,0.4717741935483871,17.886869511109886,29538,48.85999999999999,1705.9375,3.1307778355879297
3,3,8,0.6,0.6,10,200,384,0.20796854839601478,22779.885350318473,23542556.444444444,3.5,22779.929936305733,0.2970979262800211,0,0.05846857141565393,8088,24206,44575,0.25,0.3375796178343949,0.7029020737199789,44575,0.7,1.3125,0.6624203821656052,18.489469782354462,44575,13.659999999999997,114.203125,8.36039433648424
4,3,8,0.3,0.6,15,450,384,0.42521188001044635,7074.5352112676055,23572783.407407407,4.333333333333333,7074.593896713615,0.21805737436433145,0,0.058543640890239196,2971,6601,15573,2.2222222222222223,0.9342723004694836,0.7819426256356685,15573,1.9499999999999997,1.625,0.06572769953051638,22.793576337931786,15573,125.15999999999995,190.6875,0.06572769953051638
4,5,8,0.7,0.6,10,200,896,0.31452277113977395,16426.88725490196,23395011.490909092,5,16426.936274509804,0.31452277113977395,0,0.02490091695413961,6422,11230,44631,0,0.6519607843137255,0.685477228860226,44631,1,4.375,0.3480392156862745,17.601122355152434,44631,30.160000000000004,1705.9375,1.137001153402537
4,5,8,0.7,0.7,10,250,896,0.36128075102453067,13063.964285714286,23415714.90909091,5,13064.055555555555,0.28902460081962456,0,0.024922953023538964,5855,11400,30091,0,0.6666666666666666,0.7109753991803754,30091,1.25,4.375,0.33333333333333337,18.90847205580937,30091,48.85999999999999,1705.9375,0.9733333333333336
4,2,4,0.3,0.7,10,450,384,0.31574950454771433,32009.806015037593,26262118.4,2,32009.836090225563,0.35083278283079367,0.675187969924812,0.06522267659505208,26910,39776,39776,0,0.16090225563909774,0.6491672171692063,39776,0.9,0.75,0.8390977443609022,15.820217947668818,39776,23.940000000000005,7,15.543151110859858
4,2,8,0.7,0.7,10,450,896,0.3310785943443919,15094.970711297072,27089100.8,2.4,15095.016736401674,0.30655425402258507,0.0502092050209205,0.02883278982979911,3621,12437,41576,0.24,0.5941422594142259,0.6934457459774149,41576,1.08,2.1,0.40585774058577406,18.004657840087656,41576,35.65440000000001,344.35,1.931444477512649
4,5,6,0.7,0.6,10,450,896,0.6232174555847558,6890.13698630137,23474813.155555557,5,6890.184931506849,0.27698553581544705,0,0.024985855344742063,1674,4748,18135,0,0.8744292237442922,0.723014464184553,18135,2.25,4.375,0.12557077625570778,19.542011419307293,18135,168.65999999999997,1705.9375,0.12557077625570778
4,4,8,0.6,0.6,15,450,384,0.517434595671587,8196.739247311827,23470990.222222224,4,8196.803763440861,0.28746366426199277,0,0.058290834780092594,2436,6830,21718,0,0.8387096774193549,0.7125363357380072,21718,1.8,1.5,0.16129032258064513,18.99002540662807,21718,105.83999999999999,157.75,0.16129032258064513
4,5,8,0.6,0.7,15,250,896,0.38608860461279554,13565.254032258064,26456287.41818182,5,13565.318548387097,0.30887088369023646,0,0.028159243100649354,5137,13253,29538,0,0.5282258064516129,0.6911291163097635,29538,1.25,4.375,0.4717741935483871,17.886869511109886,29538,48.85999999999999,1705.9375,3.1307778355879297
4,2,4,0.7,0.7,10,450,896,0.3650877998449298,15307.910204081632,23845683.2,2,15307.959183673469,0.4056531109388109,0.09795918367346938,0.02538059779575893,7113,12591,34363,0,0.5306122448979592,0.5943468890611892,34363,0.9,1.75,0.4693877551020408,13.311282972382875,34363,23.940000000000005,226.75,3.0818992086630566
4,3,8,0.6,0.6,15,200,384,0.20413649356051444,27825.931297709925,26430236.444444444,3.4166666666666665,27826.1679389313,0.2987363320397772,0.17557251908396945,0.06564020227502894,9096,24204,57428,0.24305555555555558,0.3816793893129771,0.7012636679602229,57428,0.6833333333333332,1.28125,0.6183206106870229,18.405010019997146,57428,12.93333333333333,107.62890625,6.918037410407319
5,5,6,0.7,0.7,10,450,896,0.6405233971335483,6928.726244343891,23441408,5,6928.796380090498,0.28467706539268817,0,0.024950299944196428,2492,5739,17166,0,0.8936651583710408,0.7153229346073118,17166,2.25,4.375,0.10633484162895923,19.1360513625151,17166,168.65999999999997,1705.9375,0.10633484162895923
5,2,4,0.3,0.7,15,450,384,0.3517249419783396,10561.440514469454,23800832,3,10561.488745980707,0.2605369940580293,0.02572347266881029,0.059110005696614586,3338,9883,26520,1,0.7363344051446945,0.7394630059419707,26520,1.35,1.125,0.2636655948553055,20.42446234358443,26520,57.6,77.6875,0.4095846817133819
5,2,4,0.7,0.7,10,450,896,0.3650877998449298,15307.910204081632,23845683.2,2,15307.959183673469,0.4056531109388109,0.09795918367346938,0.02538059779575893,7113,12591,34363,0,0.5306122448979592,0.5943468890611892,34363,0.9,1.75,0.4693877551020408,13.311282972382875,34363,23.940000000000005,226.75,3.0818992086630566
5,2,8,0.7,0.7,10,450,896,0.3310785943443919,15094.970711297072,27089100.8,2.4,15095.016736401674,0.30655425402258507,0.0502092050209205,0.02883278982979911,3621,12437,41576,0.24,0.5941422594142259,0.6934457459774149,41576,1.08,2.1,0.40585774058577406,18.004657840087656,41576,35.65440000000001,344.35,1.931444477512649
5,4,8,0.6,0.6,15,450,896,0.5175931005511208,7823.676844783715,23514339.555555556,4.333333333333333,7823.740458015267,0.26543235925698505,0,0.025027926006014382,2904,7798,17918,0.2222222222222222,0.8854961832061069,0.734567640743015,17918,1.9499999999999997,3.7916666666666665,0.1145038167938931,20.159793918506345,17918,125.15999999999995,1258.1319444444443,0.1145038167938931
5,5,8,0.7,0.6,10,200,896,0.31452277113977395,16426.88725490196,23395011.490909092,5,16426.936274509804,0.31452277113977395,0,0.02490091695413961,6422,11230,44631,0,0.6519607843137255,0.685477228860226,44631,1,4.375,0.3480392156862745,17.601122355152434,44631,30.160000000000004,1705.9375,1.137001153402537
5,3,8,0.3,0.6,15,450,384,0.42521188001044635,7074.5352112676055,23572783.407407407,4.333333333333333,7074.593896713615,0.21805737436433145,0,0.058543640890239196,2971,6601,15573,2.2222222222222223,0.9342723004694836,0.7819426256356685,15573,1.9499999999999997,1.625,0.06572769953051638,22.793576337931786,15573,125.15999999999995,190.6875,0.06572769953051638
5,2,4,0.3,0.7,10,450,384,0.31574950454771433,32009.806015037593,26262118.4,2,32009.836090225563,0.35083278283079367,0.675187969924812,0.06522267659505208,26910,39776,39776,0,0.16090225563909774,0.6491672171692063,39776,0.9,0.75,0.8390977443609022,15.820217947668818,39776,23.940000000000005,7,15.543151110859858
5,3,8,0.6,0.6,15,200,384,0.20413649356051444,27825.931297709925,26430236.444444444,3.4166666666666665,27826.1679389313,0.2987363320397772,0.17557251908396945,0.06564020227502894,9096,24204,57428,0.24305555555555558,0.3816793893129771,0.7012636679602229,57428,0.6833333333333332,1.28125,0.6183206106870229,18.405010019997146,57428,12.93333333333333,107.62890625,6.918037410407319
5,5,8,0.7,0.7,10,250,896,0.36128075102453067,13063.964285714286,23415714.90909091,5,13064.055555555555,0.28902460081962456,0,0.024922953023538964,5855,11400,30091,0,0.6666666666666666,0.7109753991803754,30091,1.25,4.375,0.33333333333333337,18.90847205580937,30091,48.85999999999999,1705.9375,0.9733333333333336
6,2,8,0.7,0.7,10,200,384,0.1506183540906956,37559.37113402062,23693684.363636363,2.4545454545454546,37559.463917525776,0.3068151657403058,0.4845360824742268,0.05884390166311553,15213,56011,56175,0.24793388429752064,0.24742268041237114,0.6931848342596942,56175,0.49090909090909096,0.9204545454545454,0.7525773195876289,17.991372554374724,56175,5.992066115702481,22.946410123966945,11.744878308002978
6,5,8,0.7,0.6,10,200,896,0.31452277113977395,16426.88725490196,23395011.490909092,5,16426.936274509804,0.31452277113977395,0,0.02490091695413961,6422,11230,44631,0,0.6519607843137255,0.685477228860226,44631,1,4.375,0.3480392156862745,17.601122355152434,44631,30.160000000000004,1705.9375,1.137001153402537
6,2,4,0.3,0.7,15,450,384,0.3517249419783396,10561.440514469454,23800832,3,10561.488745980707,0.2605369940580293,0.02572347266881029,0.059110005696614586,3338,9883,26520,1,0.7363344051446945,0.7394630059419707,26520,1.35,1.125,0.2636655948553055,20.42446234358443,26520,57.6,77.6875,0.4095846817133819
6,2,8,0.7,0.7,10,450,896,0.3310785943443919,15094.970711297072,27089100.8,2.4,15095.016736401674,0.30655425402258507,0.0502092050209205,0.02883278982979911,3621,12437,41576,0.24,0.5941422594142259,0.6934457459774149,41576,1.08,2.1,0.40585774058577406,18.004657840087656,41576,35.65440000000001,344.35,1.931444477512649
6,5,8,0.7,0.7,10,450,896,0.5951737236949826,6929.794050343249,23439223.466666665,5,6929.858123569794,0.26452165497554775,0,0.024947974795386903,2380,6330,17738,0,0.919908466819222,0.7354783450244522,17738,2.25,4.375,0.080091533180778,20.208900601021107,17738,168.65999999999997,1705.9375,0.080091533180778
6,3,8,0.3,0.6,15,450,384,0.42521188001044635,7074.5352112676055,23572783.407407407,4.333333333333333,7074.593896713615,0.21805737436433145,0,0.058543640890239196,2971,6601,15573,2.2222222222222223,0.9342723004694836,0.7819426256356685,15573,1.9499999999999997,1.625,0.06572769953051638,22.793576337931786,15573,125.15999999999995,190.6875,0.06572769953051638
6,4,8,0.6,0.6,15,450,896,0.5175931005511208,7823.676844783715,23514339.555555556,4.333333333333333,7823.740458015267,0.26543235925698505,0,0.025027926006014382,2904,7798,17918,0.2222222222222222,0.8854961832061069,0.734567640743015,17918,1.9499999999999997,3.7916666666666665,0.1145038167938931,20.159793918506345,17918,125.15999999999995,1258.1319444444443,0.1145038167938931
6,2,4,0.7,0.7,10,450,384,0.32335102129800775,15815.405737704918,23950904.888888888,2,15815.45081967213,0.35927891255334193,0.13934426229508196,0.05948271574797454,3714,11975,39015,0,0.5819672131147541,0.640721087446658,39015,0.9,0.75,0.4180327868852459,15.419567515804466,39015,23.940000000000005,7,2.1294114485353406
6,2,4,0.7,0.6,10,450,384,0.33127289046720626,34058.86183688131,24017806.222222224,2,34058.862063750144,0.36808098940800693,0.996748213407948,0.059648867006655094,34130,34130,34130,0,0.0019094793360305516,0.6319190105919931,34130,0.9,0.75,0.9980905206639694,15.007497904704278,34130,23.940000000000005,7,23.92823577091666
6,3,8,0.6,0.6,15,200,384,0.20413649356051444,27825.931297709925,26430236.444444444,3.4166666666666665,27826.1679389313,0.2987363320397772,0.17557251908396945,0.06564020227502894,9096,24204,57428,0.24305555555555558,0.3816793893129771,0.7012636679602229,57428,0.6833333333333332,1.28125,0.6183206106870229,18.405010019997146,57428,12.93333333333333,107.62890625,6.918037410407319
7,2,4,0.7,0.7,10,450,384,0.32335102129800775,15815.405737704918,23950904.888888888,2,15815.45081967213,0.35927891255334193,0.13934426229508196,0.05948271574797454,3714,11975,39015,0,0.5819672131147541,0.640721087446658,39015,0.9,0.75,0.4180327868852459,15.419567515804466,39015,23.940000000000005,7,2.1294114485353406
7,3,4,0.3,0.7,15,450,384,0.41943778522190694,10172.056105610562,23657130.666666668,3,10172.112211221121,0.31069465571993105,0,0.058753119574652776,3485,9538,24134,0,0.7524752475247525,0.689305344280069,24134,1.35,1.125,0.24752475247524752,17.794412219790388,24134,57.6,77.6875,0.32883442799725515
7,5,8,0.7,0.7,10,450,896,0.5951737236949826,6929.794050343249,23439223.466666665,5,6929.858123569794,0.26452165497554775,0,0.024947974795386903,2380,6330,17738,0,0.919908466819222,0.7354783450244522,17738,2.25,4.375,0.080091533180778,20.208900601021107,17738,168.65999999999997,1705.9375,0.080091533180778
7,2,8,0.6,0.6,10,450,384,0.34887120026820134,16236.30357142857,29424230.4,2,16236.379464285714,0.38763466696466814,0.03571428571428571,0.07307586669921876,2707,17237,34887,0,0.42857142857142855,0.6123653330353318,34887,0.9,0.75,0.5714285714285714,14.112052172760354,34887,23.940000000000005,7,5.537959183673467
7,4,8,0.6,0.6,15,450,896,0.5175931005511208,7823.676844783715,23514339.555555556,4.333333333333333,7823.740458015267,0.26543235925698505,0,0.025027926006014382,2904,7798,17918,0.2222222222222222,0.8854961832061069,0.734567640743015,17918,1.9499999999999997,3.7916666666666665,0.1145038167938931,20.159793918506345,17918,125.15999999999995,1258.1319444444443,0.1145038167938931
7,5,8,0.7,0.6,10,200,896,0.31452277113977395,16426.88725490196,23395011.490909092,5,16426.936274509804,0.31452277113977395,0,0.02490091695413961,6422,11230,44631,0,0.6519607843137255,0.685477228860226,44631,1,4.375,0.3480392156862745,17.601122355152434,44631,30.160000000000004,1705.9375,1.137001153402537
7,2,8,0.7,0.7,10,450,896,0.3310785943443919,15094.970711297072,27089100.8,2.4,15095.016736401674,0.30655425402258507,0.0502092050209205,0.02883278982979911,3621,12437,41576,0.24,0.5941422594142259,0.6934457459774149,41576,1.08,2.1,0.40585774058577406,18.004657840087656,41576,35.65440000000001,344.35,1.931444477512649
7,2,8,0.7,0.6,10,450,384,0.34432402455216726,14057.820175438597,23932518.4,2,14057.894736842105,0.38258224950240804,0.043859649122807015,0.05943705240885416,4675,14506,31182,0,0.5350877192982456,0.617417750497592,31182,0.9,0.75,0.4649122807017544,14.340786181159833,31182,23.940000000000005,7,2.9913388734995383
7,3,8,0.3,0.6,15,450,384,0.42521188001044635,7074.5352112676055,23572783.407407407,4.333333333333333,7074.593896713615,0.21805737436433145,0,0.058543640890239196,2971,6601,15573,2.2222222222222223,0.9342723004694836,0.7819426256356685,15573,1.9499999999999997,1.625,0.06572769953051638,22.793576337931786,15573,125.15999999999995,190.6875,0.06572769953051638
7,5,8,0.7,0.6,15,450,896,0.6591538555931221,7301.995464852607,23469015.04,5.4,7302.063492063492,0.27125673069675804,0,0.024979684012276786,1922,6601,17500,0.6399999999999999,0.8616780045351474,0.728743269303242,17500,2.43,4.7250000000000005,0.13832199546485258,19.847146361275225,17500,197.87040000000002,2007.2875000000006,0.13832199546485258
8,3,4,0.3,0.7,15,450,384,0.41943778522190694,10172.056105610562,23657130.666666668,3,10172.112211221121,0.31069465571993105,0,0.058753119574652776,3485,9538,24134,0,0.7524752475247525,0.689305344280069,24134,1.35,1.125,0.24752475247524752,17.794412219790388,24134,57.6,77.6875,0.32883442799725515
